logFC	AveExpr	t	P.Value	adj.P.Val	B
MGP_DBA2J_G0033955	0.434852707380399	7.5501987652277	33.1963686498772	1.33460708844518e-35	4.89345821770137e-33	71.0888778941676
MGP_DBA2J_G0017327	-1.19868913961215	5.86155200079483	-33.1655495913189	1.39496814088651e-35	5.00111578153825e-33	71.0628267495413
MGP_DBA2J_G0026226	0.679258119280204	7.66670366397918	33.0034086592233	1.76158506800203e-35	6.17818519610363e-33	70.8092222266394
MGP_DBA2J_G0017452	0.734563933789409	8.55452461451948	32.7816879957696	2.42784025934353e-35	8.333690830636e-33	70.4774825530046
MGP_DBA2J_G0021488	0.647223776688846	6.15830679884813	32.603297689606	3.14728817376883e-35	1.05781666890443e-32	70.2447481310755
MGP_DBA2J_G0030697	0.519080614416452	7.62294305420607	32.5858914694223	3.22823245018535e-35	1.0628790636498e-32	70.2015755729209
MGP_DBA2J_G0034050	0.813074370800935	5.20322798293828	32.5124935933005	3.59358272217972e-35	1.15950540113851e-32	70.1173465738669
MGP_DBA2J_G0034185	0.779118481851623	6.09213737794485	32.4072204518206	4.1925615176696e-35	1.32624696008948e-32	69.9587932602882
MGP_DBA2J_G0019822	1.40882473408619	7.10046011722073	32.2921194507416	4.96488046455452e-35	1.51129087801242e-32	69.7768861587317
MGP_DBA2J_G0030223	0.8431573712129	8.59957194820574	32.1967164423622	5.71416280153965e-35	1.7071590458748e-32	69.6167040382342
MGP_DBA2J_G0020366	0.478278620506814	6.99208789726649	32.1353985783282	6.25567184684725e-35	1.83495916191248e-32	69.5447600167826
MGP_DBA2J_G0026977	-0.567329090870168	7.38166735565452	-32.0770434682936	6.81959899258092e-35	1.9646534026305e-32	69.4534587787585
MGP_DBA2J_G0032756	-1.11803777847023	2.90796557946228	-32.3843566406781	4.33557407845777e-35	1.34511185784152e-32	69.3767871866824
MGP_DBA2J_G0035601	-0.656999681571002	4.22634440519406	-31.9109833597371	8.72507684484638e-35	2.46537941284847e-32	69.1788600530152
MGP_DBA2J_G0022038	1.01243427693113	3.93176718184331	31.9004151384354	8.86332399090132e-35	2.46537941284847e-32	69.1054573195978
MGP_DBA2J_G0028788	0.909747114574053	4.43823017990877	31.6297654564929	1.32784546382118e-34	3.63086963861476e-32	68.783263994472
MGP_DBA2J_G0021417	0.766323360057431	4.94187320584886	31.478158084055	1.66755747411336e-34	4.48378412164514e-32	68.5842714258306
MGP_DBA2J_G0035113	0.312134093826451	7.62577690099453	31.4293440690253	1.79484497871925e-34	4.74692361338979e-32	68.4782277371406
MGP_DBA2J_G0026598	0.302885759735849	8.38937725196485	31.3494695307836	2.02487211278119e-34	5.26891319282242e-32	68.3469978503903
MGP_DBA2J_G0028775	-0.632145232868153	5.67041840680455	-31.1657276344832	2.67503944551532e-34	6.8502240276982e-32	68.1097410673792
MGP_DBA2J_G0031795	0.680130955794526	6.34256728290051	31.0295868306879	3.29116822927286e-34	8.29631516294672e-32	67.8890803071026
MGP_DBA2J_G0024521	0.674701804540533	6.36360592303157	30.9922621877298	3.48411496674372e-34	8.64757334745792e-32	67.8316498622056
MGP_DBA2J_G0027911	-0.67810672119081	4.10805568656296	-30.9695124819784	3.60733436762708e-34	8.68613811237727e-32	67.7623135611028
MGP_DBA2J_G0024198	1.17647638760124	4.00946152316272	30.9728205003939	3.58914480740952e-34	8.68613811237727e-32	67.7404401644671
MGP_DBA2J_G0021759	2.91041963618264	7.70875452097309	30.8771228993459	4.15516173834253e-34	9.85812122421764e-32	67.6387325383672
MGP_DBA2J_G0018163	0.496566156861286	6.68558415449748	30.8438229802873	4.37279912880916e-34	1.02241113543592e-31	67.5972367426051
MGP_DBA2J_G0020329	0.714147012166057	7.59393995583649	30.6759715581253	5.66040478040666e-34	1.28618746932818e-31	67.3242793267912
MGP_DBA2J_G0035208	0.440800380891703	6.98296620188226	30.6405724369828	5.97801437231798e-34	1.33949035928619e-31	67.278216322448
MGP_DBA2J_G0030120	0.368400271474459	8.24338571856773	30.5608482089755	6.76152781193841e-34	1.49429764643839e-31	67.1360661613854
MGP_DBA2J_G0027449	1.24309464159488	2.70043943868059	30.8167099748711	4.55856073090361e-34	1.05061800388097e-31	66.9900610162514
MGP_DBA2J_G0035580	0.431810365509373	5.19310910991522	30.4258639836378	8.33478730679736e-34	1.79286831494082e-31	66.9799429840428
MGP_DBA2J_G0030029	0.871900256257805	8.1014300966325	30.4286691742654	8.2985617309997e-34	1.79286831494082e-31	66.9322070872396
MGP_DBA2J_G0026718	0.400670141049897	6.01592996095328	30.3191102093459	9.84014040961918e-34	2.08882875300508e-31	66.7965329322973
MGP_DBA2J_G0019955	0.518906916543022	6.33904996222515	30.2564207511693	1.08505401193028e-33	2.2733995291521e-31	66.6914985918111
MGP_DBA2J_G0024616	0.569719557854525	7.41544943291952	30.1973262539808	1.18997972417754e-33	2.46127472950722e-31	66.5796564522911
MGP_DBA2J_G0018082	0.511678979926496	8.37482489303342	30.1081952891747	1.36816126980775e-33	2.79399313491246e-31	66.4248251130424
MGP_DBA2J_G0019319	0.482257476139432	8.3043714577918	29.8155894455379	2.16875518758426e-33	4.319571289049e-31	65.9621072593271
MGP_DBA2J_G0022009	0.860628743284322	3.11314184215007	29.8964177508909	1.90883164684551e-33	3.84939761981982e-31	65.8729894965744
MGP_DBA2J_G0021149	0.593590836060641	4.49455102840758	29.6856413760375	2.66458346287795e-33	5.24240548861097e-31	65.8146829120973
MGP_DBA2J_G0023364	0.361483244348284	6.91365881855196	29.6408780274182	2.86096601375214e-33	5.56095960239316e-31	65.7055644716551
MGP_DBA2J_G0022943	0.704516392169199	7.13236184900434	29.414400823407	4.10589257316767e-33	7.88575772415644e-31	65.3387964782811
MGP_DBA2J_G0029911	0.487209463872781	5.94544662921297	29.3733891779524	4.38464386646606e-33	8.32205405855258e-31	65.2992734495192
MGP_DBA2J_G0034104	0.407655126484825	6.54406225885544	29.3013375579579	4.92195918043039e-33	9.23325202998645e-31	65.1675795573694
MGP_DBA2J_G0025748	0.4440699166763	6.16501951038567	29.2521788631977	5.32664541011272e-33	9.87755981624696e-31	65.0975926871894
MGP_DBA2J_G0031373	0.36441147484166	7.69559164861344	29.2268087750383	5.54860490035528e-33	1.017223214289e-30	65.0260328826892
MGP_DBA2J_G0033978	0.802095410739828	5.05831658121616	29.1752521968222	6.02915874598732e-33	1.09290357358442e-30	65.0048394446612
MGP_DBA2J_G0019042	1.22907276267488	3.93064538016469	29.1494013245198	6.28586961198816e-33	1.12677704944672e-30	64.9073079762807
MGP_DBA2J_G0026730	0.492969933975466	7.69315039845971	29.1268958784722	6.51841783325342e-33	1.15562236158107e-30	64.8639708066426
MGP_DBA2J_G0029183	-0.550769752725716	5.13528698256223	-29.0860232369777	6.96342100028625e-33	1.22109642388715e-30	64.8586654506667
MGP_DBA2J_G0034737	-0.768614098804273	3.40402808927768	-29.0532963195013	7.34197898891224e-33	1.27363598954969e-30	64.6623433586869
MGP_DBA2J_G0035119	-0.709532897812864	6.70576619293137	-28.9597517359633	8.54388029441175e-33	1.46636617861431e-30	64.6103849798534
MGP_DBA2J_G0028934	0.53585207597058	5.6962197277874	28.9342256101426	8.90542783827652e-33	1.49657570119703e-30	64.5959517048334
MGP_DBA2J_G0019695	0.453776380798474	8.28383590028102	28.9443780830405	8.75979868317561e-33	1.4875982332176e-30	64.55651496927
MGP_DBA2J_G0033110	0.525352889399562	8.365977896825	28.8787868551101	9.74531570616846e-33	1.62083688956305e-30	64.4477624650894
MGP_DBA2J_G0028877	0.417643846182965	6.51671757570127	28.8577388065377	1.00849526993452e-32	1.66020961120955e-30	64.4470355744266
MGP_DBA2J_G0026032	-0.714795801709368	5.97230353456071	-28.7444361645795	1.2131898926849e-32	1.9378606473946e-30	64.2779107673323
MGP_DBA2J_G0028078	0.955792678980048	3.26460797763063	28.8228385735022	1.06749196049651e-32	1.73958058572628e-30	64.2519627512793
MGP_DBA2J_G0028876	0.312128590559988	6.59926388240932	28.7250843373849	1.25217274380268e-32	1.98051988978124e-30	64.2272399709016
MGP_DBA2J_G0019170	0.717817736977992	4.02611259558489	28.6271406448192	1.46997072124342e-32	2.30243083940001e-30	64.088968897595
MGP_DBA2J_G0029981	-0.918579581204156	2.72963147892949	-28.7969073469433	1.113595100531e-32	1.79656297568666e-30	63.989872019381
MGP_DBA2J_G0014960	0.657969442805025	7.21968973036655	28.4130197611571	2.09075141005788e-32	3.21238976175845e-30	63.6991419110979
MGP_DBA2J_G0032324	-0.696311869162507	6.31836032384103	-28.3750476649476	2.22608069694226e-32	3.38320748795225e-30	63.6571862064501
MGP_DBA2J_G0022999	-0.683252201479202	6.33801196260865	-28.3702324913055	2.24386785601494e-32	3.38320748795225e-30	63.6484698931317
MGP_DBA2J_G0023302	1.24215118486381	4.71275313761946	28.3105055894021	2.47692594745031e-32	3.70002280650147e-30	63.5969885094652
MGP_DBA2J_G0019349	0.433927697420547	6.89582166477634	28.2888520428682	2.56738864093034e-32	3.7999707288192e-30	63.4985104911138
MGP_DBA2J_G0028409	-0.532232261055345	4.43360922189619	-28.244535733699	2.76317136148629e-32	4.01605797971696e-30	63.4859907564069
MGP_DBA2J_G0024642	0.342271052080487	6.98216611850038	28.2715182567641	2.64222609303369e-32	3.87518486899205e-30	63.4677034050416
MGP_DBA2J_G0032787	-0.725264521663725	5.68467845282252	-28.2380281812322	2.79317554500916e-32	4.02341973818149e-30	63.4502373878028
MGP_DBA2J_G0017090	0.495545100510496	5.42960690528979	28.2033878927816	2.95856984143766e-32	4.18689537297489e-30	63.4005070513869
MGP_DBA2J_G0022577	-0.658986975651693	7.01959842900312	-28.2245606653218	2.85632864808983e-32	4.07797788315338e-30	63.388986524095
MGP_DBA2J_G0021867	0.335349526568669	6.98720888907095	28.1979988668737	2.98518320856908e-32	4.18782266989956e-30	63.3447531479136
MGP_DBA2J_G0007182	-0.922054481532148	2.49611388833816	-28.4721300435192	1.89655301748559e-32	2.94202786837453e-30	63.3433554616861
MGP_DBA2J_G0032197	0.542638232762818	5.05867445170637	28.1480583329286	3.24372103356556e-32	4.51128891676837e-30	63.3208982780755
MGP_DBA2J_G0019520	0.333094551204418	7.29920030768541	28.1276462207645	3.35585857319794e-32	4.62735609926516e-30	63.2208545613225
MGP_DBA2J_G0035743	0.506792753349185	4.32350069820355	28.0335339338544	3.92626549008009e-32	5.32289421440857e-30	63.1335996704671
MGP_DBA2J_G0027960	0.382905016265022	7.83148581895147	28.033919743665	3.92373587407697e-32	5.32289421440857e-30	63.0536682931572
MGP_DBA2J_G0028802	0.467816492449815	6.60340053590646	27.9925249642545	4.20484801432443e-32	5.653067751258e-30	63.0088617363289
MGP_DBA2J_G0017527	1.11053055755883	6.18983338066462	27.9410590609792	4.58317819856499e-32	6.11077800640075e-30	62.93759052539
MGP_DBA2J_G0024860	0.493725404641852	5.95110412476127	27.8951834588181	4.94960192977638e-32	6.54523999451495e-30	62.8646090732566
MGP_DBA2J_G0018794	-0.504445515530359	4.67364500171327	-27.8277936027487	5.54277220415888e-32	7.27004422517847e-30	62.7930854962737
MGP_DBA2J_G0026752	0.493941245888083	5.84750819046426	27.8177018666215	5.63764036135977e-32	7.33484289917881e-30	62.7375648127057
MGP_DBA2J_G0030540	0.558594083315238	6.83513129610906	27.782380001607	5.98291320350706e-32	7.72178709697435e-30	62.6484697996771
MGP_DBA2J_G0023947	0.847257142164658	4.1443485943843	27.6784358645494	7.12934201431237e-32	8.98575583725793e-30	62.5314446811818
MGP_DBA2J_G0030940	0.724627572976091	3.75742213455263	27.6710223235247	7.21920407454995e-32	9.02848211897011e-30	62.4869022555161
MGP_DBA2J_G0016001	0.672300257590464	2.88564426498195	27.7621725571004	6.19005525601939e-32	7.92572709883815e-30	62.42209968873
MGP_DBA2J_G0016855	-0.466472656645606	5.20450419193398	-27.4782436989143	1.00091606397657e-31	1.23265487481939e-29	62.1868930366916
MGP_DBA2J_G0031731	0.62039521210688	4.25016985662207	27.4685871473046	1.01748742264228e-31	1.23520480154348e-29	62.1837917351131
MGP_DBA2J_G0019439	0.512052521317486	6.36484451234853	27.462039859784	1.02888181894777e-31	1.23872764067794e-29	62.1151154029306
MGP_DBA2J_G0031584	-0.533204338302595	6.93198954471697	-27.4681181270908	1.01829937770584e-31	1.23520480154348e-29	62.11071903891
MGP_DBA2J_G0025649	-0.447644944806318	6.2828381854835	-27.4187992346329	1.10747150199439e-31	1.31487366207777e-29	62.0433566891607
MGP_DBA2J_G0017326	0.843482183800127	6.15303881394822	27.4147146238371	1.11520454995356e-31	1.31487366207777e-29	62.0426744449388
MGP_DBA2J_G0018530	0.539780641313979	5.24931306570028	27.3852123009478	1.17271745286491e-31	1.36111155878198e-29	62.0267846965426
MGP_DBA2J_G0016950	0.46780333680919	7.16099767546966	27.4139916524841	1.11657901013236e-31	1.31487366207777e-29	62.0128930151933
MGP_DBA2J_G0024447	0.766666905561273	5.85595267745915	27.3868563590678	1.16943434463519e-31	1.36111155878198e-29	62.0056138653075
MGP_DBA2J_G0015716	0.573853411334526	7.36815063132212	27.3682811758771	1.20707943219334e-31	1.39098660568394e-29	61.9302812579311
MGP_DBA2J_G0023883	0.376028232934747	6.58194848227594	27.3556128481916	1.23345956430008e-31	1.41130518800377e-29	61.9259316936356
MGP_DBA2J_G0028646	0.303064398919488	5.90778013394241	27.3124512783397	1.32783030721149e-31	1.50858354551006e-29	61.8735982906572
MGP_DBA2J_G0021152	0.29626368785613	7.47467443342683	27.2426091867138	1.49639507909193e-31	1.68535332328694e-29	61.7114075395577
MGP_DBA2J_G0029660	-0.466901305651521	4.49417445295563	-27.177967003791	1.67182072736745e-31	1.84736190374104e-29	61.6924181413931
MGP_DBA2J_G0019464	0.961217700662876	3.5600029933348	27.1812051689657	1.66255352589749e-31	1.84736190374104e-29	61.6321886953939
MGP_DBA2J_G0021472	0.567606088872202	5.61649149447417	27.161728300427	1.71909369075765e-31	1.88667608931926e-29	61.6271125786166
MGP_DBA2J_G0034641	0.348293105011802	5.93990690516806	27.0989754660764	1.91494589461617e-31	2.07341088039213e-29	61.5042957767414
MGP_DBA2J_G0029595	-0.322892134073036	7.8086923406026	-27.0853824972161	1.9602829991107e-31	2.1083497083102e-29	61.4327511913731
